file,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,zcr,rms,label
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-01-01-02-01.wav,-732.4854,80.96551,3.486698,13.031231,8.979398,14.107941,-4.7872906,6.040529,-4.208775,-5.16262,-7.1502514,-4.6642747,-0.31327248,0.042949801772388,0.0019012076,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-01-02-01-01.wav,-766.6507,73.99263,2.4763806,10.077653,7.928804,11.792142,-5.2503986,4.038565,-4.807725,-4.9669833,-7.7130537,-2.5745971,0.20226559,0.0292167315729483,0.0016949223,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-01-02-02-01.wav,-736.81494,70.96664,4.844919,13.2525215,7.9328127,11.802074,-4.9299827,6.692443,-3.7731934,-5.046368,-8.592158,-2.9672074,-0.14794534,0.0407498516613924,0.002220619,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-02-01-01-01.wav,-704.1285,77.837975,5.096841,14.805322,8.491689,14.999446,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.5529009,0.51038957,0.0440574667366946,0.0027989103,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-02-01-02-01.wav,-652.2412,69.28093,-3.6923711,11.728851,3.0127633,11.101811,-6.106993,-1.5688689,-6.384501,-5.752694,-10.740143,-4.3840003,1.1800429,0.042810198904454,0.004511432,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-02-02-01-01.wav,-650.43463,71.005745,-1.6740124,11.137108,6.4263363,11.243235,-6.4243813,1.0434883,-7.5295334,-6.578289,-13.766916,-3.7808657,1.1671071,0.0421605123753561,0.0048372704,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-02-02-02-01.wav,-636.48676,70.95319,-4.674072,14.9717245,3.3033524,11.239858,-7.639233,1.0996047,-7.387783,-5.972332,-11.932848,-3.008971,1.6879239,0.0416499732905982,0.0058990936,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-01-01-01-01.wav,-578.98865,62.405315,-8.723745,13.807444,1.7894554,6.853797,-6.7793736,1.6812309,-3.1294832,-0.87246543,-9.711343,-3.9222546,1.1898441,0.0688933905819559,0.008106401,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-01-01-02-01.wav,-558.0903,60.273037,-9.1174965,13.649889,-2.485257,6.0296597,-7.8237543,0.5218871,-7.946145,-5.875875,-9.344623,-5.446145,-1.7070967,0.0704075168918919,0.009117907,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-01-02-01-01.wav,-595.0243,58.63152,-2.327618,13.655265,2.5868275,7.25531,-6.0467424,2.112173,-5.7803307,-4.3421254,-9.432346,-3.4377162,-0.09518721,0.0606938046162614,0.0066069933,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-01-02-02-01.wav,-557.4183,59.952057,-3.6888146,12.916796,-0.0137892505,8.49737,-7.3896723,1.7407537,-4.216524,-5.3085866,-10.202172,-4.530848,0.6808322,0.0750436810007122,0.010389194,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-02-01-01-01.wav,-382.96606,53.877857,-23.295197,4.5904512,-9.281444,-0.87772375,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345289,-7.90538,-5.038463,0.087502536525974,0.051100224,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-02-01-02-01.wav,-398.33093,52.28169,-28.397718,12.267397,-10.859696,3.720289,-12.748707,-1.972765,-11.157867,-6.1966987,-13.095329,-9.452902,-1.8068535,0.1139434070121951,0.031457525,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-02-02-01-01.wav,-433.96576,53.986023,-22.437214,10.337305,-7.014483,4.446643,-9.936925,-1.8927366,-10.486032,-7.3606787,-12.758347,-6.5644193,-1.5250016,0.1226945070876288,0.03165411,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-02-02-02-01.wav,-338.97913,44.90493,-24.296865,3.9212263,-13.2807255,1.456002,-13.051088,-4.972659,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966725,0.1278594312050359,0.08850297,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-01-01-01-01.wav,-620.86926,72.92555,3.069638,15.845615,5.0054407,15.862975,-6.974336,2.558235,-6.399506,-6.247275,-8.1957035,-2.013455,0.49049425,0.0588428442028985,0.0056743654,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-01-01-02-01.wav,-635.4471,72.67471,-2.951787,10.282644,2.1318831,12.7642765,-7.8575134,0.48864102,-9.560815,-9.200944,-11.435256,-3.8575084,0.25524315,0.0600514342008797,0.005428494,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-01-02-01-01.wav,-646.4345,74.19784,4.969642,20.310244,7.6789846,16.816557,-2.4131546,6.36743,-4.006638,-2.782018,-5.332043,0.04226609,2.033845,0.0521538796439628,0.0047868155,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-01-02-02-01.wav,-648.97406,78.302345,-1.7424381,14.431586,6.241876,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.21183343,0.5937344,0.0554311467313218,0.00442941,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-02-01-01-01.wav,-474.58643,74.83671,-14.510592,9.21777,-4.863628,11.183943,-1.2733642,3.74777,-9.133905,-9.742281,-9.53531,-3.4553618,3.3027103,0.0917625914228723,0.015618024,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-02-01-02-01.wav,-433.3269,61.518326,-13.174423,0.06451048,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315669,-12.537487,-11.446819,-8.186242,-1.3809907,0.0815098441425879,0.021316655,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-02-02-01-01.wav,-400.78815,62.260452,-16.549139,5.909251,-9.460677,5.0568066,-7.2992,0.83104795,-14.260063,-13.714011,-12.319691,-9.456751,-2.0069785,0.1048822888739946,0.035744805,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-02-02-02-01.wav,-452.25665,64.263695,-13.6770115,5.033825,-7.836293,9.111504,-4.4770555,-1.2374461,-15.050168,-9.26992,-12.923943,-9.072722,2.0990417,0.0812027727971311,0.024112962,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-01-01-01-01.wav,-681.2215,78.88362,0.1286749,11.79581,0.9876597,13.565272,-6.526605,3.7329943,-9.42451,-3.3148096,-10.4992075,-4.464769,2.7165935,0.075787168560606,0.0024997578,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-01-01-02-01.wav,-653.0073,65.54431,1.4677501,11.092944,-4.3168125,13.434914,-7.126188,1.5093213,-10.470178,-2.389424,-11.8359375,-3.84144,0.7690639,0.0766334742144808,0.0028929436,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-01-02-01-01.wav,-700.34393,84.596725,5.775723,14.642685,3.434235,12.270109,-4.2028184,8.19937,-12.218773,-3.790657,-6.892418,0.2040736,-0.9369471,0.0532626793032786,0.0027418216,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-01-02-02-01.wav,-693.2808,68.03404,1.9750909,11.899816,2.2685304,9.418974,-4.04369,7.134194,-12.038191,-2.4839942,-6.6857424,0.20061968,1.3775651,0.0522976345486111,0.0028235773,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-02-01-01-01.wav,-514.209,61.110996,-6.6934342,7.119903,-13.141234,1.2704732,-7.1054397,-1.4572971,-14.000561,-11.953342,-9.292232,-6.934684,-2.621089,0.0852679262066831,0.010924625,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-02-01-02-01.wav,-520.6225,55.43349,-12.775218,10.560292,-9.087996,3.5373573,-11.609045,-4.7857094,-18.184767,-8.228541,-6.4057035,-6.278636,-1.595709,0.0851270799512987,0.011843513,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-02-02-01-01.wav,-549.6085,59.821617,3.9864697,18.777025,-10.736347,5.5345674,-5.5263953,0.86579317,-15.8455925,-6.6470613,-3.756177,-5.951642,-7.9454813,0.0703125,0.011015684,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-02-02-02-01.wav,-525.6453,56.05402,-0.55531645,9.288038,-6.9809046,5.484957,-6.4863153,-1.6713593,-15.754068,-7.530371,-6.282212,-4.10962,-4.791883,0.0735244378810975,0.0111991055,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-01-01-01-01.wav,-679.2995,64.041115,2.5253556,9.743006,2.0743146,10.626677,-5.171599,0.63715833,-5.9340224,-3.8285365,-6.00671,-5.4047394,1.9098551,0.0349639892578125,0.0029146448,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-01-01-02-01.wav,-707.25446,65.81219,0.39867368,8.45983,4.7437553,11.846096,-4.4687295,-0.018804891,-6.092442,-3.4243653,-7.3909144,-1.4570595,1.3017485,0.0313088482288273,0.0029287005,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-01-02-01-01.wav,-689.39404,70.91036,1.6139978,13.872519,3.8284073,11.299436,-6.1581707,3.8699164,-6.6757097,-3.8586779,-8.293786,-1.8832899,1.6591703,0.0442306334713855,0.003248996,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-01-02-02-01.wav,-698.8534,63.96066,-0.88586384,11.611211,0.27096096,7.4793377,-7.8976097,2.7589517,-6.113208,-3.0909564,-7.139969,-3.486652,0.36065257,0.034834970480456,0.0037579793,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-02-01-01-01.wav,-628.95764,67.507996,-5.0366893,10.820065,0.34334698,12.224991,-7.1534066,0.43669903,-7.598814,-3.0798361,-7.990679,-4.641811,3.1423318,0.0355432469040247,0.0067231325,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-02-01-02-01.wav,-583.7002,58.7757,-6.3594966,10.300801,-1.2749368,8.558703,-7.9135084,1.1394335,-7.879967,-4.2184925,-8.814163,-5.4635077,0.46838433,0.0484098064365671,0.008828125,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-02-02-01-01.wav,-629.17706,66.08909,-7.35269,13.902602,-1.7103955,10.309498,-8.481241,0.92026156,-6.696086,-6.425756,-10.449927,-1.7377803,-0.12092748,0.0421153709156535,0.006753442,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-02-02-02-01.wav,-610.95306,63.78429,-6.09838,10.51501,-2.8278024,8.334167,-5.722169,1.0251707,-10.117927,-5.266946,-8.199912,-4.9051867,0.6445216,0.0391229387214983,0.009040162,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-01-01-01-01-02.wav,-675.8518,68.959435,-4.9626026,5.423141,0.60984254,3.1607316,-9.528844,2.6474686,-9.230494,-3.4923794,-2.7755568,-0.85833704,-3.252905,0.0550984581195014,0.0033448308,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-01-01-01-02-02.wav,-677.49725,66.73792,-7.066272,6.711427,2.317029,2.5784461,-9.735838,3.7399817,-9.666593,-1.5748338,-2.7584555,-1.9055327,-2.6086488,0.0599358011279585,0.0033259117,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-01-01-02-01-02.wav,-640.2968,64.62258,-5.6087337,3.4770446,-2.1005535,2.7046711,-9.134014,2.263086,-9.458851,-4.5997624,-3.9467952,-1.7240582,-3.9413574,0.0642462261652542,0.0051298533,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-01-01-02-02-02.wav,-659.5008,61.3148,-5.997138,4.4901476,-2.6454024,2.5160272,-10.72228,2.685003,-10.316002,-4.756049,-4.690621,-2.4549735,-4.5527906,0.070465629622781,0.004685411,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-01-01-01-02.wav,-698.07587,70.690025,-2.29,12.190497,1.1434665,4.6190953,-9.343386,5.610262,-9.482477,-2.0852337,-2.5283892,-2.290745,-2.394948,0.0628987630208333,0.0031098386,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-01-01-02-02.wav,-685.27014,66.034645,-5.3122635,8.085226,-0.22538449,3.311465,-9.604638,4.020546,-10.162641,-3.7117696,-2.5037436,-3.869077,-2.9866402,0.0495878179022606,0.0031890122,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-01-02-01-02.wav,-688.55475,65.21492,-4.0062184,9.36352,-3.746424,5.08095,-8.949337,2.1395152,-9.365404,-4.1520343,-4.672293,-1.6119943,-5.2091193,0.0627061631944444,0.0036047194,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-01-02-02-02.wav,-674.3035,65.86995,-5.6726246,4.343221,-4.5438156,3.119926,-10.6374445,1.4574046,-11.619745,-5.8630357,-5.0011463,-2.8729706,-5.937071,0.0661077831769437,0.0035390272,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-02-01-01-02.wav,-676.9464,62.021435,-4.284783,9.674073,-0.5778349,2.8325372,-10.690165,2.9925203,-7.7227254,-4.6659026,-4.6269574,-3.018172,-2.5841203,0.0639308654155927,0.0025965993,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-02-01-02-02.wav,-685.354,64.8416,-6.25909,9.039537,-1.8504004,1.9620016,-10.030852,4.2898245,-10.935776,-3.8740454,-4.0803866,-3.7543137,-1.8145918,0.0534494042711081,0.0028473192,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-02-02-01-02.wav,-680.23694,60.510754,-5.4886413,8.456001,-7.207877,3.0568426,-8.93921,1.3651199,-11.655978,-6.4648137,-6.3382726,-2.715138,-5.3638086,0.0701932832792207,0.0032475952,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-02-02-02-02.wav,-676.8966,63.290787,-2.5447514,9.512606,-5.238165,4.0801325,-8.802563,2.9575653,-12.019953,-4.360211,-5.64748,-0.88004524,-4.214632,0.0636693384740259,0.0031908066,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-01-01-01-02.wav,-615.3698,64.712395,-17.525738,1.0721176,2.1432567,-0.7451552,-10.137992,1.4398385,-9.424702,-8.1469345,-1.7783351,-3.5647104,-4.9699297,0.0753773345044378,0.006350114,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-01-01-02-02.wav,-636.3284,67.115746,-15.966241,4.9848886,3.678653,0.79736257,-11.596442,2.4776044,-10.262893,-7.0668063,-1.8124378,-3.9394994,-5.9389787,0.0680170168821839,0.0057052895,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-01-02-01-02.wav,-623.5609,64.29266,-16.984367,1.9863327,-0.77768654,-1.095705,-10.206499,-1.0956904,-12.033014,-9.559129,-2.6313572,-3.4545596,-7.2920847,0.0666048728813559,0.006452927,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-01-02-02-02.wav,-621.7522,65.94344,-13.400205,4.6448717,0.7613918,0.43288064,-9.629009,-0.96714395,-10.922279,-7.44106,-1.0519143,-2.3797553,-6.1604385,0.0777619190705128,0.0062157763,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-02-01-01-02.wav,-507.97903,55.327007,-24.597252,-2.2963903,2.2030911,-5.1337295,-15.9404745,-2.384277,-10.304943,-11.138833,-1.3275423,-7.337683,-9.678197,0.0657650300826149,0.015484766,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-02-01-02-02.wav,-509.58395,59.14795,-25.002707,-2.642916,1.5179118,-3.107946,-16.754808,-3.8577049,-9.711455,-10.388177,-2.202863,-6.085075,-8.971969,0.0732818161231884,0.015966004,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-02-02-01-02.wav,-564.886,59.037647,-17.660675,-0.29245853,0.6204666,-0.5198708,-12.68607,-5.543571,-11.660214,-10.052526,-0.9895535,-3.7621117,-9.788853,0.0849763716774425,0.011077776,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-02-02-02-02.wav,-558.6029,57.735268,-17.925465,0.6474384,-0.626351,-1.7978332,-13.934751,-3.521386,-10.3474245,-10.280376,-3.0889096,-5.3283057,-10.227825,0.0730794270833333,0.012453201,0
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-04-01-01-01-02.wav,-706.5462,70.95973,-4.1365914,6.6439753,-0.84507877,3.2053216,-10.462762,2.9966118,-11.937459,-4.443748,-5.141396,-3.6179626,-4.571275,0.0512166341145833,0.002700167,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-04-01-01-02-02.wav,-696.2251,72.61911,-5.971652,6.434627,-0.2762453,2.8364086,-9.820615,3.4400737,-9.201118,-5.0858626,-4.289515,-2.866197,-2.9726014,0.0473660399011299,0.0029773524,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-04-01-02-01-02.wav,-683.29425,59.915516,-0.35981494,6.508976,-1.4676181,2.8750477,-8.309567,-0.5963472,-11.488852,-5.7631593,-3.1498957,-3.2484865,-5.245757,0.0531364071403133,0.003167647,1
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-04-01-02-02-02.wav,-700.86566,62.921898,-2.619947,8.212914,-0.48985144,4.108222,-7.795467,-0.023358017,-9.3188505,-6.341343,-3.9372573,-1.853161,-4.594819,0.0522240245409604,0.0028899182,1
