file,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,zcr,rms
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-02-02-02-01-01.wav,-735.9587,83.71625,8.72074,16.973064,1.3004175,16.308208,-2.9989035,8.180384,-9.681773,1.4794084,-8.105539,-3.2144182,3.27963,0.05152541534810127,0.002051211
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-02-02-02-02-01.wav,-724.8058,83.05965,0.8636632,13.715781,5.3935227,15.342071,-3.8907716,6.682707,-9.109154,-2.3108945,-7.557554,-2.6653073,4.4087,0.051087724401595744,0.0020813276
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-03-01-01-01-01.wav,-679.53876,78.69846,0.6677377,10.390019,5.2070203,11.5252285,-7.0435305,2.0349188,-6.769452,-3.4523165,-8.604058,-2.1430967,2.1536028,0.05570150738113497,0.004056211
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-03-01-01-02-01.wav,-658.3063,78.063484,-0.78696334,10.139038,8.304726,12.286283,-4.8716974,0.52415824,-5.5969224,-3.2145643,-9.875024,-1.7062539,3.7575343,0.039031046299846626,0.004627866
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-03-01-02-01-01.wav,-693.60925,77.67328,2.3561034,12.037887,5.272909,9.537619,-5.2778487,3.814017,-8.264009,-3.2064867,-11.793282,-2.4545708,4.334239,0.048661932887801206,0.0036503486
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-03-01-02-02-01.wav,-683.93146,74.13294,1.0578562,17.886679,6.339445,11.593822,-5.891603,6.8250275,-6.587666,-1.8747079,-10.637551,-2.1259463,2.7909563,0.05662799703663793,0.0036507975
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-03-02-01-01-01.wav,-627.4205,67.704384,-6.669489,9.967615,-3.0760913,7.208737,-5.0634565,-2.9935553,-10.524828,-4.989577,-8.107446,-8.362473,0.3314783,0.06302224864130435,0.006117453
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-03-02-01-02-01.wav,-591.9702,72.971,-6.905822,4.645147,0.41286436,8.77231,-4.1541224,-3.5272965,-8.41551,-5.53817,-10.657866,-7.126158,4.071781,0.05315822030791789,0.0077350195
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-03-02-02-01-01.wav,-554.2307,70.283676,-10.080169,11.619575,-1.2718135,10.0290985,-6.932471,-0.29826075,-9.17895,-6.3009877,-12.87689,-5.181731,3.789686,0.0670383762668919,0.010461957
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-03-02-02-02-01.wav,-568.1388,70.80917,-8.760222,11.967098,-2.9723804,10.001248,-8.551405,0.02781801,-9.052507,-6.328847,-12.138224,-7.0935783,1.7016895,0.059488492398648646,0.009871895
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-01-01-01-01.wav,-715.8727,74.985306,2.9195237,11.441712,6.960729,13.466071,-6.72605,4.7315607,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796026,0.03940700954861111,0.0020295018
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-01-01-02-01.wav,-732.4854,80.96551,3.486698,13.031231,8.979398,14.107941,-4.7872906,6.040529,-4.208775,-5.16262,-7.1502514,-4.6642747,-0.31327248,0.04294980177238806,0.0019012076
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-01-02-01-01.wav,-766.6507,73.99263,2.4763806,10.077653,7.928804,11.792142,-5.2503986,4.038565,-4.807725,-4.9669833,-7.7130537,-2.5745971,0.20226559,0.029216731572948327,0.0016949223
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-01-02-02-01.wav,-736.81494,70.96664,4.844919,13.2525215,7.9328127,11.802074,-4.9299827,6.692443,-3.7731934,-5.046368,-8.592158,-2.9672074,-0.14794534,0.0407498516613924,0.002220619
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-02-01-01-01.wav,-704.1285,77.837975,5.096841,14.805322,8.491689,14.999446,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.5529009,0.51038957,0.04405746673669468,0.0027989103
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-02-01-02-01.wav,-652.2412,69.28093,-3.6923711,11.728851,3.0127633,11.101811,-6.106993,-1.5688689,-6.384501,-5.752694,-10.740143,-4.3840003,1.1800429,0.042810198904454026,0.004511432
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-02-02-01-01.wav,-650.43463,71.005745,-1.6740124,11.137108,6.4263363,11.243235,-6.4243813,1.0434883,-7.5295334,-6.578289,-13.766916,-3.7808657,1.1671071,0.042160512375356125,0.0048372704
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-04-02-02-02-01.wav,-636.48676,70.95319,-4.674072,14.9717245,3.3033524,11.239858,-7.639233,1.0996047,-7.387783,-5.972332,-11.932848,-3.008971,1.6879239,0.04164997329059829,0.0058990936
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-01-01-01-01.wav,-578.98865,62.405315,-8.723745,13.807444,1.7894554,6.853797,-6.7793736,1.6812309,-3.1294832,-0.87246543,-9.711343,-3.9222546,1.1898441,0.06889339058195593,0.008106401
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-01-01-02-01.wav,-558.0903,60.273037,-9.1174965,13.649889,-2.485257,6.0296597,-7.8237543,0.5218871,-7.946145,-5.875875,-9.344623,-5.446145,-1.7070967,0.0704075168918919,0.009117907
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-01-02-01-01.wav,-595.0243,58.63152,-2.327618,13.655265,2.5868275,7.25531,-6.0467424,2.112173,-5.7803307,-4.3421254,-9.432346,-3.4377162,-0.09518721,0.0606938046162614,0.0066069933
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-01-02-02-01.wav,-557.4183,59.952057,-3.6888146,12.916796,-0.0137892505,8.49737,-7.3896723,1.7407537,-4.216524,-5.3085866,-10.202172,-4.530848,0.6808322,0.07504368100071225,0.010389194
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-02-01-01-01.wav,-382.96606,53.877857,-23.295197,4.5904512,-9.281444,-0.87772375,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345289,-7.90538,-5.038463,0.08750253652597402,0.051100224
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-02-01-02-01.wav,-398.33093,52.28169,-28.397718,12.267397,-10.859696,3.720289,-12.748707,-1.972765,-11.157867,-6.1966987,-13.095329,-9.452902,-1.8068535,0.11394340701219512,0.031457525
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-02-02-01-01.wav,-433.96576,53.986023,-22.437214,10.337305,-7.014483,4.446643,-9.936925,-1.8927366,-10.486032,-7.3606787,-12.758347,-6.5644193,-1.5250016,0.12269450708762887,0.03165411
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-05-02-02-02-01.wav,-338.97913,44.90493,-24.296865,3.9212263,-13.2807255,1.456002,-13.051088,-4.972659,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966725,0.12785943120503598,0.08850297
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-01-01-01-01.wav,-620.86926,72.92555,3.069638,15.845615,5.0054407,15.862975,-6.974336,2.558235,-6.399506,-6.247275,-8.1957035,-2.013455,0.49049425,0.05884284420289855,0.0056743654
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-01-01-02-01.wav,-635.4471,72.67471,-2.951787,10.282644,2.1318831,12.7642765,-7.8575134,0.48864102,-9.560815,-9.200944,-11.435256,-3.8575084,0.25524315,0.060051434200879765,0.005428494
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-01-02-01-01.wav,-646.4345,74.19784,4.969642,20.310244,7.6789846,16.816557,-2.4131546,6.36743,-4.006638,-2.782018,-5.332043,0.04226609,2.033845,0.05215387964396285,0.0047868155
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-01-02-02-01.wav,-648.97406,78.302345,-1.7424381,14.431586,6.241876,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.21183343,0.5937344,0.05543114673132184,0.00442941
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-02-01-01-01.wav,-474.58643,74.83671,-14.510592,9.21777,-4.863628,11.183943,-1.2733642,3.74777,-9.133905,-9.742281,-9.53531,-3.4553618,3.3027103,0.09176259142287234,0.015618024
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-02-01-02-01.wav,-433.3269,61.518326,-13.174423,0.06451048,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315669,-12.537487,-11.446819,-8.186242,-1.3809907,0.08150984414258794,0.021316655
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-02-02-01-01.wav,-400.78815,62.260452,-16.549139,5.909251,-9.460677,5.0568066,-7.2992,0.83104795,-14.260063,-13.714011,-12.319691,-9.456751,-2.0069785,0.10488228887399464,0.035744805
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-06-02-02-02-01.wav,-452.25665,64.263695,-13.6770115,5.033825,-7.836293,9.111504,-4.4770555,-1.2374461,-15.050168,-9.26992,-12.923943,-9.072722,2.0990417,0.08120277279713115,0.024112962
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-01-01-01-01.wav,-681.2215,78.88362,0.1286749,11.79581,0.9876597,13.565272,-6.526605,3.7329943,-9.42451,-3.3148096,-10.4992075,-4.464769,2.7165935,0.07578716856060606,0.0024997578
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-01-01-02-01.wav,-653.0073,65.54431,1.4677501,11.092944,-4.3168125,13.434914,-7.126188,1.5093213,-10.470178,-2.389424,-11.8359375,-3.84144,0.7690639,0.07663347421448087,0.0028929436
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-01-02-01-01.wav,-700.34393,84.596725,5.775723,14.642685,3.434235,12.270109,-4.2028184,8.19937,-12.218773,-3.790657,-6.892418,0.2040736,-0.9369471,0.05326267930327869,0.0027418216
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-01-02-02-01.wav,-693.2808,68.03404,1.9750909,11.899816,2.2685304,9.418974,-4.04369,7.134194,-12.038191,-2.4839942,-6.6857424,0.20061968,1.3775651,0.05229763454861111,0.0028235773
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-02-01-01-01.wav,-514.209,61.110996,-6.6934342,7.119903,-13.141234,1.2704732,-7.1054397,-1.4572971,-14.000561,-11.953342,-9.292232,-6.934684,-2.621089,0.08526792620668316,0.010924625
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-02-01-02-01.wav,-520.6225,55.43349,-12.775218,10.560292,-9.087996,3.5373573,-11.609045,-4.7857094,-18.184767,-8.228541,-6.4057035,-6.278636,-1.595709,0.0851270799512987,0.011843513
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-02-02-01-01.wav,-549.6085,59.821617,3.9864697,18.777025,-10.736347,5.5345674,-5.5263953,0.86579317,-15.8455925,-6.6470613,-3.756177,-5.951642,-7.9454813,0.0703125,0.011015684
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-07-02-02-02-01.wav,-525.6453,56.05402,-0.55531645,9.288038,-6.9809046,5.484957,-6.4863153,-1.6713593,-15.754068,-7.530371,-6.282212,-4.10962,-4.791883,0.07352443788109755,0.0111991055
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-01-01-01-01.wav,-679.2995,64.041115,2.5253556,9.743006,2.0743146,10.626677,-5.171599,0.63715833,-5.9340224,-3.8285365,-6.00671,-5.4047394,1.9098551,0.0349639892578125,0.0029146448
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-01-01-02-01.wav,-707.25446,65.81219,0.39867368,8.45983,4.7437553,11.846096,-4.4687295,-0.018804891,-6.092442,-3.4243653,-7.3909144,-1.4570595,1.3017485,0.03130884822882736,0.0029287005
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-01-02-01-01.wav,-689.39404,70.91036,1.6139978,13.872519,3.8284073,11.299436,-6.1581707,3.8699164,-6.6757097,-3.8586779,-8.293786,-1.8832899,1.6591703,0.04423063347138554,0.003248996
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-01-02-02-01.wav,-698.8534,63.96066,-0.88586384,11.611211,0.27096096,7.4793377,-7.8976097,2.7589517,-6.113208,-3.0909564,-7.139969,-3.486652,0.36065257,0.03483497048045603,0.0037579793
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-02-01-01-01.wav,-628.95764,67.507996,-5.0366893,10.820065,0.34334698,12.224991,-7.1534066,0.43669903,-7.598814,-3.0798361,-7.990679,-4.641811,3.1423318,0.035543246904024765,0.0067231325
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-02-01-02-01.wav,-583.7002,58.7757,-6.3594966,10.300801,-1.2749368,8.558703,-7.9135084,1.1394335,-7.879967,-4.2184925,-8.814163,-5.4635077,0.46838433,0.048409806436567164,0.008828125
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-02-02-01-01.wav,-629.17706,66.08909,-7.35269,13.902602,-1.7103955,10.309498,-8.481241,0.92026156,-6.696086,-6.425756,-10.449927,-1.7377803,-0.12092748,0.0421153709156535,0.006753442
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_01\03-01-08-02-02-02-01.wav,-610.95306,63.78429,-6.09838,10.51501,-2.8278024,8.334167,-5.722169,1.0251707,-10.117927,-5.266946,-8.199912,-4.9051867,0.6445216,0.03912293872149837,0.009040162
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-01-01-01-01-02.wav,-675.8518,68.959435,-4.9626026,5.423141,0.60984254,3.1607316,-9.528844,2.6474686,-9.230494,-3.4923794,-2.7755568,-0.85833704,-3.252905,0.05509845811950147,0.0033448308
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-01-01-01-02-02.wav,-677.49725,66.73792,-7.066272,6.711427,2.317029,2.5784461,-9.735838,3.7399817,-9.666593,-1.5748338,-2.7584555,-1.9055327,-2.6086488,0.05993580112795858,0.0033259117
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-01-01-02-01-02.wav,-640.2968,64.62258,-5.6087337,3.4770446,-2.1005535,2.7046711,-9.134014,2.263086,-9.458851,-4.5997624,-3.9467952,-1.7240582,-3.9413574,0.06424622616525423,0.0051298533
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-01-01-02-02-02.wav,-659.5008,61.3148,-5.997138,4.4901476,-2.6454024,2.5160272,-10.72228,2.685003,-10.316002,-4.756049,-4.690621,-2.4549735,-4.5527906,0.07046562962278106,0.004685411
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-01-01-01-02.wav,-698.07587,70.690025,-2.29,12.190497,1.1434665,4.6190953,-9.343386,5.610262,-9.482477,-2.0852337,-2.5283892,-2.290745,-2.394948,0.06289876302083333,0.0031098386
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-01-01-02-02.wav,-685.27014,66.034645,-5.3122635,8.085226,-0.22538449,3.311465,-9.604638,4.020546,-10.162641,-3.7117696,-2.5037436,-3.869077,-2.9866402,0.04958781790226064,0.0031890122
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-01-02-01-02.wav,-688.55475,65.21492,-4.0062184,9.36352,-3.746424,5.08095,-8.949337,2.1395152,-9.365404,-4.1520343,-4.672293,-1.6119943,-5.2091193,0.06270616319444444,0.0036047194
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-01-02-02-02.wav,-674.3035,65.86995,-5.6726246,4.343221,-4.5438156,3.119926,-10.6374445,1.4574046,-11.619745,-5.8630357,-5.0011463,-2.8729706,-5.937071,0.0661077831769437,0.0035390272
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-02-01-01-02.wav,-676.9464,62.021435,-4.284783,9.674073,-0.5778349,2.8325372,-10.690165,2.9925203,-7.7227254,-4.6659026,-4.6269574,-3.018172,-2.5841203,0.06393086541559279,0.0025965993
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-02-01-02-02.wav,-685.354,64.8416,-6.25909,9.039537,-1.8504004,1.9620016,-10.030852,4.2898245,-10.935776,-3.8740454,-4.0803866,-3.7543137,-1.8145918,0.05344940427110818,0.0028473192
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-02-02-01-02.wav,-680.23694,60.510754,-5.4886413,8.456001,-7.207877,3.0568426,-8.93921,1.3651199,-11.655978,-6.4648137,-6.3382726,-2.715138,-5.3638086,0.07019328327922078,0.0032475952
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-02-02-02-02-02.wav,-676.8966,63.290787,-2.5447514,9.512606,-5.238165,4.0801325,-8.802563,2.9575653,-12.019953,-4.360211,-5.64748,-0.88004524,-4.214632,0.06366933847402598,0.0031908066
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-01-01-01-02.wav,-615.3698,64.712395,-17.525738,1.0721176,2.1432567,-0.7451552,-10.137992,1.4398385,-9.424702,-8.1469345,-1.7783351,-3.5647104,-4.9699297,0.07537733450443787,0.006350114
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-01-01-02-02.wav,-636.3284,67.115746,-15.966241,4.9848886,3.678653,0.79736257,-11.596442,2.4776044,-10.262893,-7.0668063,-1.8124378,-3.9394994,-5.9389787,0.06801701688218391,0.0057052895
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-01-02-01-02.wav,-623.5609,64.29266,-16.984367,1.9863327,-0.77768654,-1.095705,-10.206499,-1.0956904,-12.033014,-9.559129,-2.6313572,-3.4545596,-7.2920847,0.06660487288135593,0.006452927
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-01-02-02-02.wav,-621.7522,65.94344,-13.400205,4.6448717,0.7613918,0.43288064,-9.629009,-0.96714395,-10.922279,-7.44106,-1.0519143,-2.3797553,-6.1604385,0.07776191907051282,0.0062157763
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-02-01-01-02.wav,-507.97903,55.327007,-24.597252,-2.2963903,2.2030911,-5.1337295,-15.9404745,-2.384277,-10.304943,-11.138833,-1.3275423,-7.337683,-9.678197,0.06576503008261494,0.015484766
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-02-01-02-02.wav,-509.58395,59.14795,-25.002707,-2.642916,1.5179118,-3.107946,-16.754808,-3.8577049,-9.711455,-10.388177,-2.202863,-6.085075,-8.971969,0.0732818161231884,0.015966004
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-02-02-01-02.wav,-564.886,59.037647,-17.660675,-0.29245853,0.6204666,-0.5198708,-12.68607,-5.543571,-11.660214,-10.052526,-0.9895535,-3.7621117,-9.788853,0.08497637167744253,0.011077776
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-03-02-02-02-02.wav,-558.6029,57.735268,-17.925465,0.6474384,-0.626351,-1.7978332,-13.934751,-3.521386,-10.3474245,-10.280376,-3.0889096,-5.3283057,-10.227825,0.07307942708333333,0.012453201
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-04-01-01-01-02.wav,-706.5462,70.95973,-4.1365914,6.6439753,-0.84507877,3.2053216,-10.462762,2.9966118,-11.937459,-4.443748,-5.141396,-3.6179626,-4.571275,0.05121663411458333,0.002700167
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-04-01-01-02-02.wav,-696.2251,72.61911,-5.971652,6.434627,-0.2762453,2.8364086,-9.820615,3.4400737,-9.201118,-5.0858626,-4.289515,-2.866197,-2.9726014,0.04736603990112994,0.0029773524
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-04-01-02-01-02.wav,-683.29425,59.915516,-0.35981494,6.508976,-1.4676181,2.8750477,-8.309567,-0.5963472,-11.488852,-5.7631593,-3.1498957,-3.2484865,-5.245757,0.05313640714031339,0.003167647
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-04-01-02-02-02.wav,-700.86566,62.921898,-2.619947,8.212914,-0.48985144,4.108222,-7.795467,-0.023358017,-9.3188505,-6.341343,-3.9372573,-1.853161,-4.594819,0.05222402454096045,0.0028899182
C:\Users\JT Lappy\Desktop\phase2\voice_fatigue_detection\data\raw\english\ravdess\Actor_02\03-01-04-02-01-01-02.wav,-684.31573,62.340847,-8.324207,5.9357667,-1.9212883,-1.0301524,-10.189304,-1.967844,-11.886773,-8.71532,-5.9609404,-3.7124434,-6.0599976,0.057155337428774926,0.002532207
